ID;ID_On_Plate;Random_ID;Experimentor;Testing_Date;Plate;Weight_mg;Colour;Moisture;Lab_Comment
12041454;25;1345;;;45;;;;
12042620;26;1346;;;45;;;;
12042121;27;1347;;;45;;;;
21090891;28;1348;;;45;;;;
12041391;29;1349;;;45;;;;
12041497;30;1350;;;45;;;;
Ctrl_plt45;Control;Ctrl_plt45;;;45;66,7;;;
12041311;1;1351;;;46;;;;
12040863;2;1352;;;46;;;;
12040300;3;1353;;;46;;;;
12042480;4;1354;;;46;;;;
12041338;5;1355;;;46;;;;
21090710;6;1356;;;46;;;;
21090277;7;1357;;;46;;;;
12041571;8;1358;;;46;;;;
12041221;9;1359;;;46;;;;
12042575;10;1360;;;46;;;;
12040749;11;1361;;;46;;;;
21090595;12;1362;;;46;;;;
12041532;13;1363;;;46;;;;
12042378;14;1364;;;46;;;;
12041930;15;1365;;;46;;;;
12041884;16;1366;;;46;;;;
21090606;17;1367;;;46;;;;
12040750;18;1368;;;46;;;;
12041545;19;1369;;;46;;;;
12042611;20;1370;;;46;;;;
12041314;21;1371;;;46;;;;
12042314;22;1372;;;46;;;;
12042429;23;1373;;;46;;;;
12040368;24;1374;;;46;;;;
21090187;25;1375;;;46;;;;
12041202;26;1376;;;46;;;;
12041174;27;1377;;;46;;;;
21090363;28;1378;;;46;;;;
12040801;29;1379;;;46;;;;
21090097;30;1380;;;46;;;;
Ctrl_plt46;Control;Ctrl_plt46;;;46;66,7;;;
12042166;1;1381;;;47;;;;
12040998;2;1382;;;47;;;;
12041774;3;1383;;;47;;;;
12041228;4;1384;;;47;;;;
12040309;5;1385;;;47;;;;
21090758;6;1386;;;47;;;;
12040410;7;1387;;;47;;;;
12040155;8;1388;;;47;;;;
12042428;9;1389;;;47;;;;
12042625;10;1390;;;47;;;;
12040677;11;1391;;;47;;;;
12042373;12;1392;;;47;;;;
12041017;13;1393;;;47;;;;
12041052;14;1394;;;47;;;;
21090035;15;1395;;;47;;;;
12040977;16;1396;;;47;;;;
12041334;17;1397;;;47;;;;
12041688;18;1398;;;47;;;;
12040603;19;1399;;;47;;;;
12040436;20;1400;;;47;;;;
21090935;21;1401;;;47;;;;
75010006;22;1402;;;47;;;;
12041000;23;1403;;;47;;;;
21090296;24;1404;;;47;;;;
12040590;25;1405;;;47;;;;
12041196;26;1406;;;47;;;;
12040640;27;1407;;;47;;;;
12042630;28;1408;;;47;;;;
21090869;29;1409;;;47;;;;
12041473;30;1410;;;47;;;;
Ctrl_plt47;Control;Ctrl_plt47;;;47;66,7;;;
12040150;1;1411;;;48;;;;
12042397;2;1412;;;48;;;;
12040927;3;1413;;;48;;;;
12041321;4;1414;;;48;;;;
12041381;5;1415;;;48;;;;
12042325;6;1416;;;48;;;;
12041945;7;1417;;;48;;;;
21090076;8;1418;;;48;;;;
21090099;9;1419;;;48;;;;
12042472;10;1420;;;48;;;;
21090611;11;1421;;;48;;;;
12042581;12;1422;;;48;;;;
12041998;13;1423;;;48;;;;
12041348;14;1424;;;48;;;;
12042603;15;1425;;;48;;;;
21090588;16;1426;;;48;;;;
12040641;17;1427;;;48;;;;
12040755;18;1428;;;48;;;;
12041476;19;1429;;;48;;;;
12041341;20;1430;;;48;;;;
12041916;21;1431;;;48;;;;
12041389;22;1432;;;48;;;;
71010071;23;1433;;;48;;;;
12042543;24;1434;;;48;;;;
21090374;25;1435;;;48;;;;
12040786;26;1436;;;48;;;;
12042120;27;1437;;;48;;;;
12041386;28;1438;;;48;;;;
12040529;29;1439;;;48;;;;
12040520;30;1440;;;48;;;;
Ctrl_plt48;Control;Ctrl_plt48;;;48;66,7;;;
12042470;1;1441;;;49;;;;
12041355;2;1442;;;49;;;;
12040496;3;1443;;;49;;;;
12041197;4;1444;;;49;;;;
12042225;5;1445;;;49;;;;
12042123;6;1446;;;49;;;;
12041135;7;1447;;;49;;;;
21090365;8;1448;;;49;;;;
12040282;9;1449;;;49;;;;
21090585;10;1450;;;49;;;;
12040439;11;1451;;;49;;;;
12041243;12;1452;;;49;;;;
12040328;13;1453;;;49;;;;
12041826;14;1454;;;49;;;;
12040773;15;1455;;;49;;;;
12041632;16;1456;;;49;;;;
75010012;17;1457;;;49;;;;
21090930;18;1458;;;49;;;;
12041471;19;1459;;;49;;;;
12041604;20;1460;;;49;;;;
12041877;21;1461;;;49;;;;
12040744;22;1462;;;49;;;;
12041083;23;1463;;;49;;;;
12042500;24;1464;;;49;;;;
12041837;25;1465;;;49;;;;
21090842;26;1466;;;49;;;;
12042000;27;1467;;;49;;;;
71010051;28;1468;;;49;;;;
12041307;29;1469;;;49;;;;
12040754;30;1470;;;49;;;;
Ctrl_plt49;Control;Ctrl_plt49;;;49;66,7;;;
12041109;1;1471;;;50;;;;
12041750;2;1472;;;50;;;;
12040524;3;1473;;;50;;;;
12041403;4;1474;;;50;;;;
12041402;5;1475;;;50;;;;
12042508;6;1476;;;50;;;;
12042381;7;1477;;;50;;;;
12040852;8;1478;;;50;;;;
21090754;9;1479;;;50;;;;
12042552;10;1480;;;50;;;;
12042487;11;1481;;;50;;;;
12040198;12;1482;;;50;;;;
12040627;13;1483;;;50;;;;
12041788;14;1484;;;50;;;;
12040614;15;1485;;;50;;;;
12040266;16;1486;;;50;;;;
12041139;17;1487;;;50;;;;
21090449;18;1488;;;50;;;;
12040284;19;1489;;;50;;;;
21090944;20;1490;;;50;;;;
12040527;21;1491;;;50;;;;
12041130;22;1492;;;50;;;;
12041424;23;1493;;;50;;;;
12041880;24;1494;;;50;;;;
12040501;25;1495;;;50;;;;
12040064;26;1496;;;50;;;;
12040493;27;1497;;;50;;;;
12040624;28;1498;;;50;;;;
12040500;29;1499;;;50;;;;
12041397;30;1500;;;50;;;;
Ctrl_plt50;Control;Ctrl_plt50;;;50;66,7;;;
75010016;1;1501;;;51;;;;
21090427;2;1502;;;51;;;;
12041306;3;1503;;;51;;;;
12040925;4;1504;;;51;;;;
12041765;5;1505;;;51;;;;
12041325;6;1506;;;51;;;;
12040103;7;1507;;;51;;;;
21090400;8;1508;;;51;;;;
12041908;9;1509;;;51;;;;
12041526;10;1510;;;51;;;;
12042402;11;1511;;;51;;;;
12042635;12;1512;;;51;;;;
71010045;13;1513;;;51;;;;
12041140;14;1514;;;51;;;;
12042137;15;1515;;;51;;;;
12041276;16;1516;;;51;;;;
12041056;17;1517;;;51;;;;
12040246;18;1518;;;51;;;;
12040601;19;1519;;;51;;;;
12040370;20;1520;;;51;;;;
12042248;21;1521;;;51;;;;
12041225;22;1522;;;51;;;;
12041717;23;1523;;;51;;;;
12040602;24;1524;;;51;;;;
21090088;25;1525;;;51;;;;
12040965;26;1526;;;51;;;;
12041392;27;1527;;;51;;;;
12040991;28;1528;;;51;;;;
21090160;29;1529;;;51;;;;
12041789;30;1530;;;51;;;;
Ctrl_plt51;Control;Ctrl_plt51;;;51;66,7;;;
12040637;1;1531;;;52;;;;
21090685;2;1532;;;52;;;;
12041649;3;1533;;;52;;;;
71010035;4;1534;;;52;;;;
12041446;5;1535;;;52;;;;
21090560;6;1536;;;52;;;;
12041567;7;1537;;;52;;;;
12040659;8;1538;;;52;;;;
12040497;9;1539;;;52;;;;
12040269;10;1540;;;52;;;;
12040479;11;1541;;;52;;;;
12042505;12;1542;;;52;;;;
12041700;13;1543;;;52;;;;
12040265;14;1544;;;52;;;;
12041141;15;1545;;;52;;;;
12040428;16;1546;;;52;;;;
12041887;17;1547;;;52;;;;
12040331;18;1548;;;52;;;;
12042590;19;1549;;;52;;;;
71010028;20;1550;;;52;;;;
21090281;21;1551;;;52;;;;
12040632;22;1552;;;52;;;;
75010028;23;1553;;;52;;;;
12040481;24;1554;;;52;;;;
12041352;25;1555;;;52;;;;
12042162;26;1556;;;52;;;;
12042545;27;1557;;;52;;;;
21090295;28;1558;;;52;;;;
12040629;29;1559;;;52;;;;
12042395;30;1560;;;52;;;;
Ctrl_plt52;Control;Ctrl_plt52;;;52;66,7;;;
21090591;1;1561;;;53;;;;
21090537;2;1562;;;53;;;;
12041947;3;1563;;;53;;;;
12041566;4;1564;;;53;;;;
12041724;5;1565;;;53;;;;
12042410;6;1566;;;53;;;;
12042634;7;1567;;;53;;;;
12041272;8;1568;;;53;;;;
21090071;9;1569;;;53;;;;
12041144;10;1570;;;53;;;;
12042554;11;1571;;;53;;;;
12041323;12;1572;;;53;;;;
12041575;13;1573;;;53;;;;
21090904;14;1574;;;53;;;;
21090038;15;1575;;;53;;;;
21090882;16;1576;;;53;;;;
12042207;17;1577;;;53;;;;
12041927;18;1578;;;53;;;;
12040048;19;1579;;;53;;;;
12040146;20;1580;;;53;;;;
12040621;21;1581;;;53;;;;
21090184;22;1582;;;53;;;;
12040553;23;1583;;;53;;;;
12041513;24;1584;;;53;;;;
21090023;25;1585;;;53;;;;
12041839;26;1586;;;53;;;;
75010045;27;1587;;;53;;;;
12041057;28;1588;;;53;;;;
12041439;29;1589;;;53;;;;
12042413;30;1590;;;53;;;;
Ctrl_plt553;Control;Ctrl_plt53;;;53;66,7;;;
12041902;1;1591;;;54;;;;
12041380;2;1592;;;54;;;;
21090704;3;1593;;;54;;;;
12040836;4;1594;;;54;;;;
21090544;5;1595;;;54;;;;
12042383;6;1596;;;54;;;;
12040807;7;1597;;;54;;;;
12041773;8;1598;;;54;;;;
12040378;9;1599;;;54;;;;
12042430;10;1600;;;54;;;;
75010037;11;1601;;;54;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
